0,	0,	0.0,	0.0
0.869000017643,	0.118840768933,	0.744304021443,	0.125017688439
0.870000064373,	0.11897752434,	0.933111058374,	0.115505792189
0.870000064373,	0.11897752434,	0.959613129983,	0.161709287983
0.870000064373,	0.11897752434,	0.950594103285,	0.0792944064597
0.869000017643,	0.118840768933,	0.980051279118,	0.19006078967
0.870000064373,	0.11897752434,	0.892522630641,	0.163065796956
0.865000069141,	0.118293747306,	0.920928031451,	0.166896599768
0.865000069141,	0.118293747306,	1.0119144814,	0.110449391892
0.865000069141,	0.118293747306,	0.785126855858,	0.117997244857
0.868000030518,	0.118704013526,	0.742719274038,	0.104542229668
0.870000064373,	0.11897752434,	0.887290438475,	0.0667270335258
0.866000056267,	0.118430502713,	0.854472159937,	0.170448016192
0.870000064373,	0.11897752434,	0.832225246464,	0.0935571229637
0.868000030518,	0.118704013526,	1.01258206264,	0.159187725062
0.869000017643,	0.118840768933,	0.819816942429,	0.159095899592
0.864000022411,	0.118156991899,	0.759885764164,	0.0321298997122
0.869000017643,	0.118840768933,	0.946657691229,	0.089030218312
0.869000017643,	0.118840768933,	0.922047584977,	0.146584121235
0.867000043392,	0.11856726557,	0.783885729755,	0.0799848909344
0.868000030518,	0.118704013526,	0.901490561075,	0.190991955884
0.867000043392,	0.11856726557,	0.8529252832,	0.0723273691919
0.868000030518,	0.118704013526,	0.747227231442,	0.127482623045
0.869000017643,	0.118840768933,	0.917626870844,	0.0884035372444
0.867000043392,	0.11856726557,	0.884076640839,	0.146882384522
0.866000056267,	0.118430502713,	0.931624081106,	0.0147176172737
