0,	0,	0.0,	0.0
0.973000049591,	0.11393006891,	0.969324786009,	0.032986393465
0.973000049591,	0.11393006891,	0.848795544958,	0.0770584573988
0.975000023842,	0.114164255559,	1.05113515574,	0.0300629778652
0.975000023842,	0.114164255559,	0.996207917871,	0.176336004734
0.976000070572,	0.114281348884,	0.888430816584,	0.104293295553
0.975000023842,	0.114164255559,	0.983579903937,	0.0998562830687
0.976000070572,	0.114281348884,	1.12051366806,	0.0588129499423
0.976000070572,	0.114281348884,	0.855406305934,	0.149207291482
0.973000049591,	0.114993028343,	0.840163762735,	0.174348151926
0.976000070572,	0.115347586572,	0.849287711754,	0.0655433980851
0.972000062466,	0.114874847233,	0.782932039662,	0.184657783316
0.975000023842,	0.114164255559,	1.31336409611,	0.0743620420623
0.978000044823,	0.114515535533,	1.0685641554,	0.115526455723
0.973000049591,	0.114993028343,	0.879643680961,	0.0947443490303
0.973000049591,	0.11393006891,	1.00007448177,	0.115384499192
0.980000019073,	0.114749714732,	0.998991067244,	0.1094542626
0.975000023842,	0.114164255559,	1.02355631166,	0.0929325542918
0.978000044823,	0.114515535533,	0.867884652745,	0.0921067137066
0.972000062466,	0.113812983036,	1.00371206447,	-0.0177436295277
0.973000049591,	0.112867109478,	0.84966420297,	0.155421902356
0.976000070572,	0.114281348884,	0.947166108996,	0.104647519779
0.975000023842,	0.115229405463,	0.833998483474,	0.0835134395472
0.975000023842,	0.114164255559,	1.02697182852,	0.163389464055
0.976000070572,	0.115347586572,	0.932092611051,	0.126475260156
0.968000054359,	0.113344617188,	-141.281120148,	-0.850793411238
0.975000023842,	0.115229405463,	2.01184152346,	0.101315867496
0.975000023842,	0.115229405463,	0.918469287618,	0.0706618615071
0.979000031948,	0.115702137351,	0.838992673554,	0.133410038838
0.975000023842,	0.114164255559,	1.04806333924,	0.0872316878174
0.972000062466,	0.113812983036,	0.896851099995,	0.117390755591
0.975000023842,	0.115229405463,	1.06624346804,	0.107636884601
0.973000049591,	0.114993028343,	0.924031262416,	0.110318678648
0.972000062466,	0.114874847233,	1.03374953761,	0.212235937221
0.972000062466,	0.114874847233,	0.72100291705,	0.139247765278
0.973000049591,	0.114993028343,	1.03197063437,	0.169387581604
0.975000023842,	0.115229405463,	1.04406506351,	0.0901735171812
0.97100007534,	0.114756666124,	1.00158277943,	0.0768599627192
0.975000023842,	0.115229405463,	0.962275764355,	0.208801782717
0.973000049591,	0.114993028343,	0.965951445357,	0.129818987254
0.973000049591,	0.114993028343,	0.937975764714,	0.100605069613
0.972000062466,	0.114874847233,	0.938798404929,	0.108431437162
0.972000062466,	0.114874847233,	1.08875238069,	0.231878907304
0.973000049591,	0.114993028343,	0.885247091295,	0.0809088932392
0.975000023842,	0.115229405463,	0.991659926379,	0.157857575904
0.978000044823,	0.115583956242,	1.17479074338,	0.154690230527
0.973000049591,	0.114993028343,	0.932007866047,	0.163853244835
0.973000049591,	0.114993028343,	1.01917686384,	0.0327090154509
0.97100007534,	0.114756666124,	0.962583298383,	0.0649356274116
0.975000023842,	0.115229405463,	0.772711240657,	0.100631926697
0.976000070572,	0.113215111196,	1.00527707492,	0.164119193351
0.47000002861,	0.0201180875301,	0.469994325831,	-0.100967849869
0.467000007629,	0.020499849692,	0.382275854282,	0.035160446985
0.467000007629,	0.0184591393918,	0.427706392185,	-0.0194077889694
0.469000011683,	0.0154640190303,	0.513844019869,	0.0509635000188
0.469000011683,	0.0149516565725,	0.544497827546,	0.0249681391325
0.761000037193,	0.0674913004041,	0.624185591361,	0.0451817077638
0.792000055313,	0.0849494636059,	0.767892290151,	0.0745558676648
1.17300009727,	0.165540337563,	1.28912767086,	0.188020065582
1.11500000954,	0.140301793814,	1.16295658107,	0.20387350859
1.10699999332,	0.152598008513,	1.25877015355,	0.0713715025422
1.10699999332,	0.152598008513,	1.26223644641,	0.132542032152
1.10699999332,	0.152598008513,	1.15897374604,	0.205343262979
1.10400009155,	0.152184456587,	1.23792044395,	0.0834660973455
1.10699999332,	0.152598008513,	1.08656977771,	0.119678989039
1.10400009155,	0.152184456587,	1.06574005542,	0.0900570641159
1.49400007725,	0.22389870882,	1.56542967009,	0.214955481062
1.367000103,	0.200385659933,	1.52398454236,	0.249204154667
1.16100001335,	0.163846835494,	0.996966395179,	0.251543874579
1.12000000477,	0.151942923665,	1.27150747755,	0.157108447909
1.12200009823,	0.131376713514,	1.03578569361,	0.0935533959327
1.24900007248,	0.184452757239,	0.993578603875,	0.231901362371
0.884000062943,	0.116063445807,	0.830352054175,	0.147572065301
0.878000020981,	0.11911239475,	0.944512749294,	0.0799094466188
