0,	0,	0.0,	0.0
0.877000033855,	0.120892897248,	0.82159912633,	0.10582242967
0.881000041962,	0.121444292367,	0.958646176234,	0.164409731334
0.882000029087,	0.121582143009,	1.16637950323,	0.206968534934
0.881000041962,	0.121444292367,	0.890786620364,	0.194420065092
0.882000029087,	0.121582143009,	0.832846594094,	0.149110883763
0.880000054836,	0.121306441724,	0.863712886307,	0.115253697548
0.877000033855,	0.120892897248,	1.05025253003,	0.142555080548
0.882000029087,	0.121582143009,	0.96949509271,	0.13203586035
0.880000054836,	0.121306441724,	0.989508663777,	0.156229058238
0.883000016212,	0.121719993651,	0.937089884045,	0.236701588805
0.882000029087,	0.121582143009,	0.942253239035,	0.119867258253
0.881000041962,	0.121444292367,	1.03664533897,	0.0257050396732
0.881000041962,	0.121444292367,	1.04237744783,	0.202031692339
0.877000033855,	0.120892897248,	0.921942875018,	0.17154496835
0.885000050068,	0.121995694935,	0.770817005599,	0.113230720522
0.881000041962,	0.121444292367,	0.867367807387,	0.0997121358992
0.882000029087,	0.121582143009,	0.859237906279,	0.207178003575
0.878000020981,	0.121030755341,	0.74545166483,	0.0622704055031
0.880000054836,	0.121306441724,	0.942215302852,	0.172694976174
0.880000054836,	0.121306441724,	0.883152874517,	0.184402793048
0.881000041962,	0.121444292367,	0.740630569951,	0.179545355368
0.881000041962,	0.121444292367,	0.874870719618,	0.0428229389459
0.880000054836,	0.121306441724,	1.05679025165,	0.056680967078
0.883000016212,	0.121719993651,	0.904169748561,	0.194761309665
0.883000016212,	0.121719993651,	0.775111080198,	0.128175979887
0.881000041962,	0.121444292367,	0.827920770568,	0.135301256544
0.881000041962,	0.121444292367,	0.83354834288,	0.123904670527
0.880000054836,	0.121306441724,	1.05550140366,	0.100891961874
0.880000054836,	0.121306441724,	0.817278455253,	0.162865239245
0.878000020981,	0.121030755341,	0.721540228193,	0.115718644973
0.881000041962,	0.121444292367,	0.976956847381,	0.115663089972
0.884000062943,	0.121857836843,	0.936629697513,	0.20392432828
0.883000016212,	0.121719993651,	0.910518625829,	0.102101258623
0.880000054836,	0.121306441724,	0.674540581115,	0.0931190857557
0.883000016212,	0.121719993651,	0.964803688086,	0.0847221459107
0.883000016212,	0.121719993651,	0.829471823434,	0.164531539832
0.880000054836,	0.121306441724,	0.895959364319,	-0.00665449829712
0.881000041962,	0.121444292367,	1.01446238089,	0.122050736418
0.880000054836,	0.121306441724,	0.85862732411,	0.0799546793918
0.882000029087,	0.121582143009,	1.11404308112,	0.111679707692
0.884000062943,	0.121857836843,	0.779822560388,	0.179792193281
0.882000029087,	0.121582143009,	0.98427992874,	0.185675363294
0.880000054836,	0.121306441724,	0.84996818707,	0.232360873602
0.883000016212,	0.121719993651,	0.873161707336,	0.190016014644
0.884000062943,	0.121857836843,	1.13987336173,	0.134285239301
0.885000050068,	0.121995694935,	0.811252203836,	0.128783218375
0.884000062943,	0.121857836843,	0.856932525175,	0.0712358970495
0.882000029087,	0.121582143009,	0.895081882121,	0.200174404762
0.880000054836,	0.121306441724,	0.899672668329,	0.124034058814
0.881000041962,	0.121444292367,	0.95958265692,	0.0876178405252
0.884000062943,	0.121857836843,	1.03084239242,	0.0899273570257
0.886000037193,	0.122133538127,	0.788303127537,	0.035065405458
0.882000029087,	0.121582143009,	0.907496604187,	0.129385696941
0.884000062943,	0.121857836843,	0.880535182312,	0.138793760677
0.884000062943,	0.121857836843,	0.915742651447,	0.140477991729
0.883000016212,	0.121719993651,	0.810574592962,	0.192772222931
0.880000054836,	0.121306441724,	0.793079773747,	0.125752404419
0.880000054836,	0.121306441724,	0.97732091597,	0.142069329858
0.882000029087,	0.121582143009,	0.912910998649,	0.0563235570071
0.882000029087,	0.121582143009,	0.893615774364,	0.0431865972766
0.882000029087,	0.121582143009,	0.800431635862,	0.170977526663
0.883000016212,	0.121719993651,	0.961385689526,	0.137527752239
0.880000054836,	0.121306441724,	0.898014460994,	0.0847832956886
0.880000054836,	0.121306441724,	0.817621152373,	0.197183491371
0.882000029087,	0.121582143009,	0.747466489726,	0.0701879432602
0.877000033855,	0.120892897248,	0.774408566019,	0.141366252177
0.883000016212,	0.121719993651,	0.969476588893,	0.162415651087
0.881000041962,	0.121444292367,	0.796757035187,	0.0545888938741
0.882000029087,	0.121582143009,	0.698119641963,	0.135282692853
0.881000041962,	0.121444292367,	0.869470083283,	0.252556186929
0.884000062943,	0.121857836843,	0.951038011885,	0.117669848098
0.881000041962,	0.121444292367,	0.80106495575,	0.0814732689931
0.880000054836,	0.121306441724,	0.806329644684,	0.0717492521469
0.881000041962,	0.121444292367,	0.929213181523,	0.111562818944
0.881000041962,	0.121444292367,	0.616056523519,	0.179563838914
0.881000041962,	0.121444292367,	1.11291076042,	0.182358652608
0.883000016212,	0.121719993651,	0.669197536189,	0.154401827538
0.882000029087,	0.121582143009,	1.0496845239,	0.171603977937
0.881000041962,	0.121444292367,	0.797265813462,	0.198484597351
0.881000041962,	0.121444292367,	0.713923189177,	0.0929939526718
0.883000016212,	0.121719993651,	0.919329104864,	0.0968063168538
0.881000041962,	0.121444292367,	0.955174541794,	0.118452472061
0.877000033855,	0.120892897248,	0.897945849523,	0.0725677699136
0.875000059605,	0.120617203414,	0.806479055254,	0.140129519181
0.880000054836,	0.121306441724,	0.791950207783,	0.10165211066
0.883000016212,	0.121719993651,	0.802468972506,	0.11160905392
0.882000029087,	0.121582143009,	0.938957383977,	0.137666716246
0.882000029087,	0.121582143009,	1.08287968464,	0.184424929214
0.880000054836,	0.121306441724,	0.804321388817,	0.143234201392
0.881000041962,	0.121444292367,	0.901398630123,	0.213311313935
0.878000020981,	0.121030755341,	0.862089484348,	0.129654778332
0.880000054836,	0.121306441724,	1.01576161581,	0.110837264073
0.881000041962,	0.121444292367,	0.73282007157,	0.100467464092
0.882000029087,	0.121582143009,	0.827215869185,	0.152873284276
0.882000029087,	0.121582143009,	0.794884906901,	0.205676853653
0.881000041962,	0.121444292367,	0.854190075082,	0.0211943142829
0.883000016212,	0.109179675579,	0.825063034959,	0.124340994711
0.913000047207,	0.120868369937,	0.935496555671,	0.126201535314
0.927000045776,	0.135886982083,	0.930040589008,	0.0518247637648
0.930000066757,	0.139374703169,	0.980806747445,	0.0717059024593
0.933000028133,	0.138805031776,	1.06512218354,	0.0250010996605
0.968000054359,	0.147184565663,	0.986102355423,	0.171000404579
1.02500009537,	0.155851438642,	0.904787777128,	0.210714144083
1.02799999714,	0.156307592988,	1.05908580347,	0.116984043491
0.999000072479,	0.15298949182,	0.979778474111,	0.242200313216
0.957000017166,	0.145512014627,	1.05602186917,	0.161783450481
0.957000017166,	0.139239132404,	0.934617252802,	0.136183628528
0.983000040054,	0.136578693986,	1.12833847492,	0.0558741323608
1.04200005531,	0.0912741944194,	1.12844113047,	0.108165688355
1.04200005531,	0.0912741944194,	1.0483666016,	-0.00753424260428
1.04200005531,	0.0912741944194,	1.25220794247,	0.0197827458223
1.04200005531,	0.0912741944194,	1.06118641455,	0.114985747262
0.764000058174,	0.0669227316976,	0.777730816793,	0.147954870174
0.764000058174,	0.0669227316976,	0.839151279385,	0.0664537842673
0.714000046253,	0.0797032862902,	0.763122164301,	0.0901323460881
0.913000047207,	0.122863195837,	0.938548466967,	0.16298846693
1.12200009823,	0.176728978753,	1.10124332299,	0.169912369677
1.21300005913,	0.192387774587,	1.19614831716,	0.0377178497306
1.49800002575,	0.249045684934,	1.29831309773,	0.294750401372
1.77300012112,	0.314134269953,	1.78332538168,	0.258508950767
1.91400003433,	0.345389068127,	1.85496952241,	0.293614600637
2.05900001526,	0.378303050995,	2.13014776783,	0.335844390276
2.04700016975,	0.37386199832,	1.92380240572,	0.329408193888
1.76800012589,	0.319042801857,	1.70751893806,	0.376033633719
1.60100007057,	0.283659905195,	1.6278838627,	0.292512835965
1.19100010395,	0.192801818252,	1.27296107704,	0.150557294224
0.746000051498,	0.097944945097,	0.714644351783,	0.0849208134544
0.530000030994,	0.052794482559,	0.394707012214,	0.136458910761
0.467000007629,	0.037845890969,	0.479085527475,	0.123475728627
0.701000034809,	0.0882076770067,	0.61431216138,	0.133737975803
1.04600000381,	0.159044489264,	1.04157903114,	0.112401226082
1.45000004768,	0.245817765594,	1.46347060146,	0.177559474831
1.83100008965,	0.330411434174,	1.72245090426,	0.307357712277
2.02800011635,	0.370391875505,	1.78164873656,	0.35257965873
1.75500011444,	0.31669691205,	1.48163241292,	0.314645725237
1.45000004768,	0.250569969416,	1.41343831792,	0.150723749164
1.12000000477,	0.167849093676,	0.981340780142,	0.213064029035
1.01100003719,	0.145991414785,	1.14334398031,	0.115732000512
1.31700003147,	0.216076523066,	1.35655480675,	0.269145877111
1.79200005531,	0.329246759415,	1.24791809982,	0.280482445228
1.04200005531,	0.161851301789,	1.05541904177,	0.211141313767
1.04200005531,	0.161851301789,	1.09424825218,	0.115041115318
1.31700003147,	0.220392823219,	1.21565427145,	0.262529822418
1.33000004292,	0.22402125597,	1.29433718302,	0.248691856672
1.34800004959,	0.228525772691,	1.13895036759,	0.157921752258
1.33000004292,	0.225474223495,	1.50036881647,	0.250145746665
1.31900000572,	0.223609402776,	1.25539045699,	0.298664519907
1.33000004292,	0.22692720592,	1.22159176686,	0.192087775706
1.33800005913,	0.226830467582,	1.2536326294,	0.302913091696
1.32400012016,	0.22445705533,	1.30896544244,	0.206801578937
1.33200001717,	0.225813299417,	1.49371967707,	0.195823659702
1.3220000267,	0.224117994308,	1.29867466117,	0.226519482946
